,content,sentiment,raw,rate
156,EXCELENT EXCELENT RELACION PRECI CALID ABRIG GUANT DEB LARGOS; TOD PERFECT,[1 0],"Excelente!! Excelente. Relación precio _ calidad muy bueno; el equipo es bien abrigado, salvo por los guantes deberían ser un poco más largos; pero todo es perfecto.",positive
157,APROB ERA DIJERON,[0 1],"No está aprobado para alimentos Consulté antes de comprar si era bajo norma para consumo humano, me dijeron que sí y no lo es",negative
158,ACUERD PRECI PRACTIC COMOD RECOMEND,[1 0],esta de acuerdo a su precio muy práctico y cómodo recomendable,positive
159,PAQUET VIN ABIERT PAQUET PAPEL ENVUELV,[0 1],"El paquete vino abierto El paquete de papel que envuelve la resma de hojas ,vino abierto",negative
160,CONFIABL PIENS INTACT SAC VIM GOLP DEFORM ENVI PROB,[0 1],"Poco confiable, no piensan en el cliente La caja estaba intacta, al sacar el calefactor vimos que estaba muy golpeado y deformado y no del transporte. Lo enviaron así... Ahora está en el chapista, todavía no lo probamos.",negative
161,CALID BUEN CALID RECOM,[1 0],"Calidad Muy buena calidad, lo super recomiendo. Gracias!!!!!",positive
162,BUEN RECOMEND TOD,[1 0],Perfecta! muy buen producto recomendable. Todo OK,positive
163,,[1 0],Buenisimo Todo bárbaro ....................................................................................................................,positive
164,REGUL MAL RUED TUV,[0 1],"Regular Estan mal las ruedas, tuvimos que modificarla toda! Ademas vino rayada.",negative
165,MAL CALENT ABOY PEG MERC LIBR PRODUCT FUERON EXCELENT COMPR MOTH MICR PROCES HECH HECH,[0 1],"Desastroso Malo muy malo la sarten apenas se calento se aboyo, la cacerola se pega todo nunca me paso esto siempre q compre en mercado libre los productos fueron excelentes y e comprado cosas caras como una placa de video una mother un micro procesador bue lo hecho, hecho esta q va hacer",negative
166,BUEN EXCELENT CALID FUERT LIVIAN INSTRUCCION HAC GIR,[1 0],"Muy bueno Excelente calidad, muy fuerte, y liviano en el uso.   Muy escuetas las instrucciones, no pudimos hacer que gire en 360º.",positive
167,EXCELENT BUEN RAP SOLICIT,[1 0],Excelente Muy buenas y rápida entrega de lo solicitado,positive
168,LIVIAN PRACTIC BUEN CALID,[1 0],"Es una plancha liviana, y práctica. Es un producto de muy buena calidad.",positive
169,MAL RECOM INCOMOD REALIZ EJERCICI MATERIAL DURABIL BAJ,[0 1],"Muy malo No recomiendo el producto, es muy incomodo para realizar ejercicio y podría afectarte la columna si es que lo utilizas, los materiales del mismo son de durabilidad muy baja.",negative
170,MAL VERD RESULT,[0 1],"Muy malo la verdad no me resulto, me dura 2 a 3hs la bateria y sin usarlo",negative
171,MAL ENCANTÒ RECOM,[0 1],Muy malo De diez me encantò las recomiendo,negative
172,EXELENT CALID ILUMIN EXELENT ILUMIN RECOM,[1 0],Exelente calidad e iluminación. Exelente iluminación.  Las recomiendo.,positive
173,ESTUPEND BUEN CORDIAL VEND RECOM,[1 0],Estupendo Lo felicito muy bueno el producto y a tiempo. Muy cordial a la hora de vender. Lo recomiendo 100%,positive
174,UTIL BUEN TIEN RESISTENT DES,[0 1],"Buenos e útiles Buen producto, no tiene la resistencia deseada",negative
175,BUEN TEN MED PROBLEM CUAND CUMPL FUNCION COSTUR DEBIL,[0 1],"Buena, pero no tanto Demasiado corta teniendo en cuenta que la medida correcta para el Logan. No trae sujetadores Y eso es un problema cuando hay viento. Cumple su función pero las costuras son débiles en el antigranizo",negative
176,RECOM VIN,[0 1],no lo recomiendo vino con michas fallas pero se me complicaba para devolverlo,negative
177,ESPECTACUL ESPECTACUL SHAMPU SOL SHAMPU JABON AÑO AMABL,[1 0],"Es espectacular! Es espectacular! El pelo queda super bien y no tenés problemas para enjuagarlo como otros shampúes sólidos (que no son shampú, son jabón). Lo uso hace casi un año casi y estoy feliz. Además, son muy amables.",positive
178,DESCORT SERVICI IMPROLIJ RESPET COMPRADOR,[0 1],"Descortes Muy descortes en el servicio. improlijos , no hay respeto hacia el comprador!!!",negative
179,DA RESULT TENG ENCHUF DIA LLEG PAR TOD IGUAL,[0 1],"decepcionada Hasta el momento no me da resultado , lo tengo enchufado desde el dia que me llego, un par de semanas y nada todo sigue igual.",negative
180,MAND FUNCION CAMBI PORQU TIEN RESOLV MAL RECOM,[0 1],"nan El adpatador de auto me lo mandaron sin funcionar y aun no me lo cambiaron porque no tienen, la atencion para resolver es muy mala , no los recomiendo",negative
181,BUEN ENTREG TIEMP FORM,[1 0],Muy bueno El producto fue Entregado en tiempo y forma,positive
182,BUEN ERA BUEN ATENCION,[1 0],Todo perfecto Muy bueno era lo q esperaba muy buena atencion,positive
183,MAL ERA MATERIAL GUST,[0 1],Muy malo no era el producto  que esperaba y el material  no me gustó,negative
184,EXCELENT BUEN PARLANT BANC SONY,[1 0],Excelente Son buenos parlantes se bancan bien con un sony de 100x4,positive
185,MAL SAL ABERTUR TIEN RECOM USAR,[0 1],"Producto muy malo Producto muy malo, el IPHONE SE baila dentro del brazaletenada que ver a la foto.Tambien se sale de la abertura que tiene. No lo recomiendo. No se puede usar.-",negative
186,COMPR PRINCIPI ANDAB SAL CONTACT VENDEDOR CONTEST,[0 1],"No comprar Al principio andaba bien, después se salió la cuenta y trate de contactar al vendedor y no me contesto, una ESTAFA.",negative
187,MAL OXID LASTIM LLEG OXID MAL ECONOM DEVOLU RECOM FRUSTRANT RECIB PED MAL ESTAD,[0 1],"Mal Estado (OXIDADO) Muy Útil, lastima que llego oxidada y en mal estado. Por ser un producto económico, no vale la pena gastar una devolución. No lo recomiendo, es frustrante recibir un pedido en mal estado................",negative
188,BUEN BUN SILENCI RECOM,[1 0],Muy bueno Muy buno y silencioso lo recomiendo,positive
189,JOD TRANT OPINION PES VUELV ENTRAR PID RESUM OPINION ??? DEJ,[1 0],no jodan tranto porque no dejo nunca mas una opini esto de la opinion es bastante pesado....no vuelvo a entrar mas..ya con las estrellas esta bien..ademas piden resumir la opinion ??? por que no se dejan de joder ?????,positive
190,ESPER ESPER LIND MATERIAL BUEN CALID,[0 1],Lo que esperaba Lo esperado muy lindo material y buena calidad de producto,negative
191,BUEN BUEN EFECT FALT POTENCI BUEN PRECI RAZON RAZON,[1 0],"Muy bueno El producto es muy bueno. Bastante efectiva, le faltaría un poco mas de potencia. Pero es buena. Precio razonable producto razonable. Conforme.",positive
192,EXCELENT BUEN LLEG,[1 0],"Excelente Muy buena, es lo que esperaba y llego muy rapido",positive
193,BIEN PAREC AROS LIND,[1 0],Bien Me pareció bien. Los aros son lindos.,positive
194,EXCELENT TOD BUEN CALID LLEG TOD,[1 0],Excelente Todo de muy buena calidad y llego todo correctamente,positive
195,MAL VERD DEC MAL RESULT COMPR,[0 1],"Muy malo La verdad  no voy a decir que es malo , a mi no me resultó  no me hizo nada,  no lo compro más",negative
196,GUST COCIN FALT ANTIGU USUARI DIVISION BIEN COMPR NUEV MISM EXCELENT MOD COCIN ESPER BIEN AÑOS,[1 0],"si les gusta cocinar , no debe faltar. soy un antiguo usuario que por división de bienes compre una nueva, con el mismo excelente modo de cocina. Espero se conserve muy bien como la que use durante tantos años",positive
197,,[1 0],"Recomendada Genial, cumple las espectativas, muy potente",positive
198,TENU DECOR,[0 1],Decorativos Muy malo de las 3 funciona solo una y es muy tenue. Apenas decorativos,negative
199,EXCELENT EXCELENT GRACI,[1 0],Excelente EXCELENTE PRODUCTO ! Muchas Gracias!,positive
200,EXCELENT FACIL INSTAL IMPEC FUNCIONAMIENTL,[1 0],Excelente Facil de instalar. Impecable funcionamientl,positive
201,CONFORM LIND BIEN ESTRUCTUR,[1 0],"muy conforme es muy lindo, es tan cual la foto y parece se de biena estructura",positive
202,BUEN FIN TERMINACION,[0 1],Exvelente Muy buen producto  fina terminacion,negative
203,DEBIL CALID INSEGUR DEBIL CALID PRECI,[0 1],Muy débil la calidad inseguro su funcionamiento Muy débil de calidad aun a ese precio,negative
204,MAL MAL MAL COC COLG SEPAR,[0 1],Malas Muy malas re mal cocidas.. las tirar para colgar muy separada,negative
205,MAL FUNCION ESPER,[0 1],Mal El producto no funciona . No es lo esperado,negative
206,EXCELENT BUEN MOLEST PROPAGAND TOD,[1 0],Excelente Muy buena tablet! Molesta un poco el tema de las propagandas! Después todo ok,positive
207,MAL ENTREG,[0 1],Muy malo Malisima calidad me la entregaron y esta toda revirada,negative
208,EXCELENT EXCELENT PRECI CALID,[1 0],Excelente ES EXCELENTE POR PRECIO Y CALIDAD,positive
209,BUEN MATERIAL RECOM EXCELENT TIEMP FORM RECOM,[1 0],"muy buen material, recomiendo rock textil excelente en tiempo y forma, lo recomiendo!!",positive
210,RELACION CALID PRECI DEMASI FINAL VERD MEJOR GRUES IGUAL CAS PARTICUL DIO NECESIT IR LLEV SHORT USAR PANTALON,[0 1],"relación calidad precio 3.5 Demasiada final la tela, la verdad que estaría mejor si fuese mas gruesa porque sirve poco como calza. igual en mi caso particular se dio que necesitaba una calza y punto. si necesitas una calza corta para ir a correr o andar en bici (y no llevar un short arriba) esta no es tu calza. si queres usar una calza abajo de un pantalon safa.",negative
211,EXCELENT TOD TIEMP BUEN CALID,[1 0],"Excelente Excelente, todo en tiempo y forma muy buena calidad",positive
212,DECEPCION COMPR SIMIL VALOR RESULT TOSC MECANIZ ESTUV TERMIN RUED POSTERIOR APERTUR DIFICIL,[0 1],"Una decepción. Compré una pinza similar al 30 % menos de valor y resultó ser muy superior a esta, tiene menos abertura y el sistema es muy tosco, como si el mecanizado no estuviera bien terminado. La rueda posterior de apertura es difícil de mover.",negative
213,EXCELENT EXCELENT FUNCION,[1 0],Excelente Excelente funcionamiento todo perfecto,positive
214,LIND BUEN DOBL SUSPENSION,[1 0],Muy linda Esta buena pero no tiene doble suspensión ??,positive
215,BUEN TOD BIEN EXELENT BUEN,[1 0],Muy bueno Todo muy bien exelente muy buen producto,positive
216,ATENCION HORRIBL COSTUR PESIM CALID TALL REAL,[0 1],Pestima compra y atención al cliente! Horrible la tela. Y la costura pésima. Muy mala calidad. Los talles no son  reales,negative
217,MAL ENSAY JUG,[0 1],"Muy malo Malo, es un ensayo de producto,  es para jugar a pintar....",negative
218,PAREC BUEN BOTON DUR CORR COST COMOD,[0 1],Malo No me pareció bueno los botones son duros no se puede correr así los costado con comodidad,negative
219,BUEN,[1 0],"muy bueno el producto es tal como el publicado, para el uso del hogar esta perfecto.",positive
220,BUEN EXCELENT ATENCION RAP BUEN ATENCION RAP ENVI APAR RECOMEND BUEN,[1 0],"muy buen producto excelente atención rapido muy buena atención y super rápido el envió, ya que lo necesitab apara una fiesta y llego a termino. muy recomendable. muy buen producto.",positive
221,EXCELENT BUEN BUEN,[1 0],Excelente Buenas noche  muy buen producto,positive
222,RECOM INCOMOD INCOMOD TIR QUED PROB INCLUS IGUAL INCOMOD,[0 1],"No lo recomiendo, muy incomodo Es muy incomodo las tiras que quedan entre la axila y el pecho, lo probé incluso con una remera de bajo pero igual es muy incomodo.",negative
223,EXCELENT EXCELENT BUEN TERMIN CALID,[1 0],Excelente producto Excelente producto. Buena terminación y calidad,positive
224,MAL LLEG SOLUCION,[0 1],"Muy malo Hola!! Nunca me llego, a la espera de una solución.",negative
225,EXCELENT PERFECT RAP BUEN CALID,[1 0],"Excelente Perfecto, rápidos y buena calidad",positive
226,RECOMEND RUID RUID PERD ECUALUZ PROB MARC NAD,[0 1],No recomendable Mucho ruido un ruida de perdida que no lo hace con otro ecualuzador . Lo probe con otra marca y nada que ver,negative
227,BUEN SON BUEN SON DUR MONTON COMPLIC PAS CANCION CUAND MOD MOD BLUETOOTH BUENISIM ESCUCH,[1 0],Muy buen sonido Muy buen sonido. La bateria dura un monton.   Se complica pasar de canciones cuando usas el modo USB.  Modos Bluetooth y aux andan perfecto.  Luces buenisimas  Micrófono tambien se escucha muy bien,positive
228,ESTAF CAR MALISIM,[0 1],Estafa con lo que ofrece. Caro y malisimo. Persima atension,negative
229,RECOMEND TORNILL PEG MADER MARIP AJUST ROMP RECOMEND,[0 1],"Poco recomendables Los tornillos pegados con poxiran a la madera y las mariposas no ajustan y se rompen facilmente, no recomendables",negative
230,EXCELENT BUEN LLEG TIEMP FORM,[1 0],"Excelente Muy bueno, llego en tiempo y forma , gracias",positive
231,BUEN EXCELENT MANTIEN HOR,[1 0],Muy buen termo!! Excelente producto!! Mantiene el agua caliente casi 24 horas!!,positive
232,USAR ENTRA FALL,[0 1],"MAlo Malo no lo pude usar ,no entra el  pie fácil es fallado",negative
233,ICON HORREND ROCKS LENT ACOSTUMBR ICON RESULT HORRIBL LENT,[0 1],"Lentisimo y con íconos horrendos. Huawei rocks! Lento. Acostumbrado a un huawei, los íconos resultan horribles. Y lento.",negative
234,EXCELENT MARAVILL,[1 0],Excelente La pintura son lo más una maravilla  gracias,positive
235,BUEN CALID BUEN,[1 0],"Muy buena calidad Muy bueno el producto, excelente calidad",positive
236,ORIGINAL RECOM ORIGINAL TIEN CABL FIN PART COS VIEN TIEN BAJ ORIGINAL MUCH NOT DIFERENT,[0 1],"No son originales, no recomiendo No son los originales, estos tienen cables mas finos y las partes se desarman cosa que nunca me paso con los que vienen con el iphone, aparte no tienen tantos bajos, los originales lo superan por mucho y se nota la diferencia",negative
237,MAL MAL BOL COMPR,[0 1],Muy malo Hola mal producto no plancha bien y pierde agua y no rocía  bien . Y de yapa mí mujer me rompe las bolas .porque la compré yo .,negative
238,ESPER PED 40 QUED NINGUN CARG PRECI DIC PUBLIC COSTUR DOBL NAD VER,[0 1],No es lo que esperaba Pedí un 40 y me quedo como una canoa de grande reclamé y ningún cargo para el precio y lo que dice en la publicación una estafa las costuras dobladas nada que ver me arrepiento de haber comprado,negative
239,EXCELENT BUEN PRECI,[1 0],Excelente Muy bueno ........por el precio esta ahi,positive
240,ATENCION CONFUS FECH ENVI MAL LIVIAN TRAB TRAM BUEN MOMENT,[0 1],"La atencion confusa con las fechas y el envio malo Aluminio muy liviano , las trabas de los tramos relativamente buenas de momento .",negative
241,EXCELENT BUEN UTIL,[1 0],Excelente Excelente muy bueno muy útil para lo que la utilizo,positive
242,PRACTIC ENCANT TENG PIS FACIL,[1 0],"Muy practico! Es hermoso,me encanta.Es muy util no tengo que agacharme,limpiar pisos es mas facil.",positive
243,MAL TERMIN MAL IDE COLOC HAY CAÑ COINCID,[0 1],Muy malo Tiene una terminación mala si no tenés bastante idea no lo colocas hay que retorcer los caños para que coincidan,negative
244,MAL EMPEZ RUID FUERT CULP PERD HAC RECLAM PER OBVI COMPR,[0 1],"Muy malo Lamentablemente a la semana de uso empezó a hacer un ruido fuerte a vibración, por culpa mía había perdido la caja y factura así q no pude hacer reclamo, pero obvio q nunca más compro el producto.",negative
245,GAST VICI FUNCION GAST COMPR ENVI,[0 1],"Nnunca Funciono. Gastos al vicios. Nunca Mas NUNCA FUNCIONO. Gastos de COMPRA, ENVIÓ, ELECTRCICSTA, nunca Mas",negative
246,MAL DIC,[0 1],Muy malo Malo nada de lo q dice q hace decepcion.,negative
247,ORDINARI ORDINARIOCON TEN PRECI ACCES LAMENT,[0 1],"Ordinario Demasiado ordinario,con cuello sin forma,no por tener un precio accesible tiene q ser así.  Lamentable",negative
248,MAL FUNCION DONUTS MANUAL DECI TARD 45' PAREC COC SOLUCION TENGO?,[0 1],Muy malo No funciona bien .Las donuts que en el manual decia 3 a 5'demoraron 15.Lo wafles tardan 45'! y no parecen bien cocidos.Que solucion tengo?,negative
249,CONFORM LIND BUEN CALID,[1 0],Estoy conforme Muy lindo producto. Buena calidad. Grande.,positive
250,EXCELENT FUE REGAL HIJ BUEN CALID ACHIC LAV RECOM,[1 0],Excelente Fue un regalo para mi hija. Estaba encantada. Muy buena calidad la tela y el estampado. No se achicó con el lavado. Lo recomiendo.,positive
251,VA,[0 1],Malo No me convense  se va empesar a levantar unos vordes plasticos,negative
252,RECOMEND EXCELENT PRACTIC FUNCION BUEN TOM PRESION LAT RECOMEND PRECI ACORD BUEN CALID JUNT ENVOLTORI INDIC,[1 0],Recomendable Excelente y practico. Su función es muy buena toma la presion y tambien los latidos del corazon. Muy recomendable. El precio acorde al producto y de buena calidad junto con el envoltorio y las indicaciones de uso.,positive
253,ESTOY PROB EMPEZ CABL TENG TELEFON IGUAL CABL OTRO FUNCION,[0 1],. Lo estoy probando hace unos días y ya empezó a fallar uno de los cables. No sé a qué se debe. Tengo dos teléfonos igual y en los dos falla un cable. El otro funciona bien.,negative
254,MAL BUEN EMBALAJ MALISIM HIZ LLEG RAY,[0 1],Malo El producto bueno. El embalaje malísimo lo que hizo que llegara todo rayado y el espejito roto . Lamentable!,negative
255,RECOMEND EXCELENT BUEN CALID COMOD CONOZC VERSION SUPERIOR MONITOR CERR ANDAN,[1 0],Muy recomendable Excelente!  Muy buena calidad y comodidad. No conozco las versiones superiores pero para monitores cerrados andan muy bien,positive
256,FILTR HORRIBL TAP FILTR OBSOLET PRIMER CRE FILTR ROSC DAR NUEV FILTR PERSON COMPR BOMBILL PES BOMBILL,[0 1],"El filtro es horrible, se tapa! El filtro de la bombilla es obsoleto. Se tapa siempre siempre en los primeros mates. Es una cosa inevitable que se tape. Deberían de crear otro filtro ya que es a rosca. Y deberían dar el nuevo filtro a todas las personas que compraron una bombilla de este estilo. Pagué más de 500 pesos con el envío por ésta bombilla y la verdad es que no estoy nada conforme. Debería devolverla...",negative
257,VOLVERI MOLEST IR GAM CAMBI CANCEL COMPR MAL,[0 1],"MALISIMA LA ATENCION DEL LUGAR. NO VOLVERIA A COMP Malisimo! La planchita vino fallada, pero lo que me molesto es que les pedi la factura para ir al SERVICE DE GAMA y cambiarla y nunca me la enviaron. Por eso tuve que devolver la planchita y me cancelaron la compra. MUY MALA LA ATENCION.",negative
